,SchoolId,QuestionIndex,QuestionText,AnswerHeader,AnswerText,Iteration
71770,114620231,82,,Concrete/Cement,4,
71771,114620231,82,,Iron Sheet,5,
71772,114620231,82,,Iron Sheet,6,
71773,114620231,82,,Iron Sheet,7,
71774,114620231,82,,Iron Sheet,8,
71775,114620231,82,,Iron Sheet,9,
71776,114620231,82,,Iron Sheet,10,
71777,114620231,82,,Iron Sheet,11,
71778,114620231,82,,Iron Sheet,12,
71779,114620231,83,,Yes,1,
71780,114620231,83,,Yes,2,
71781,114620231,83,,Yes,3,
71782,114620231,83,,Yes,4,
71783,114620231,83,,Yes,5,
71784,114620231,83,,Yes,6,
71785,114620231,83,,Yes,7,
71786,114620231,83,,Yes,8,
71787,114620231,83,,Yes,9,
71788,114620231,83,,Yes,10,
71789,114620231,83,,Yes,11,
71790,114620231,83,,Yes,12,
71791,114620231,84,,No,1,
71792,114620231,84,,No,2,
71793,114620231,84,,No,3,
71794,114620231,84,,No,4,
71795,114620231,84,,No,5,
71796,114620231,84,,No,6,
71797,114620231,84,,No,7,
71798,114620231,84,,No,8,
71799,114620231,84,,No,9,
71800,114620231,84,,No,10,
71801,114620231,84,,No,11,
71802,114620231,84,,No,12,
71803,114620231,85,1 seater,37,1,
71804,114620231,85,2 seater,0,1,
71805,114620231,85,3 seater,0,1,
71806,114620231,85,Others,0,1,
71807,114620231,85,1 seater,44,2,
71808,114620231,85,2 seater,0,2,
71809,114620231,85,3 seater,0,2,
71810,114620231,85,Others,0,2,
71811,114620231,85,1 seater,43,3,
71812,114620231,85,2 seater,0,3,
71813,114620231,85,3 seater,0,3,
71814,114620231,85,Others,0,3,
71815,114620231,85,1 seater,56,4,
71816,114620231,85,2 seater,0,4,
71817,114620231,85,3 seater,0,4,
71818,114620231,85,Others,0,4,
71819,114620231,85,1 seater,40,5,
71820,114620231,85,2 seater,0,5,
71821,114620231,85,3 seater,0,5,
71822,114620231,85,Others,0,5,
71823,114620231,85,1 seater,3,6,
71824,114620231,85,2 seater,12,6,
71825,114620231,85,3 seater,0,6,
71826,114620231,85,Others,2,6,
71827,114620231,85,1 seater,0,7,
71828,114620231,85,2 seater,17,7,
71829,114620231,85,3 seater,0,7,
71830,114620231,85,Others,4,7,
71831,114620231,85,1 seater,18,8,
71832,114620231,85,2 seater,0,8,
71833,114620231,85,3 seater,4,8,
71834,114620231,85,Others,0,8,
71835,114620231,85,1 seater,24,9,
71836,114620231,85,2 seater,0,9,
71837,114620231,85,3 seater,1,9,
71838,114620231,85,Others,0,9,
71839,114620231,85,1 seater,26,10,
71840,114620231,85,2 seater,0,10,
71841,114620231,85,3 seater,4,10,
71842,114620231,85,Others,0,10,
71843,114620231,85,1 seater,0,11,
71844,114620231,85,2 seater,16,11,
71845,114620231,85,3 seater,0,11,
71846,114620231,85,Others,2,11,
71847,114620231,85,1 seater,0,12,
71848,114620231,85,2 seater,16,12,
71849,114620231,85,3 seater,0,12,
71850,114620231,85,Others,2,12,
71851,114620231,86,,Yes,1,
71852,114620231,86,,No,2,
71853,114620231,86,,Yes,3,
71854,114620231,86,,Yes,4,
71855,114620231,86,,No,5,
71856,114620231,86,,Yes,6,
71857,114620231,86,,Yes,7,
71858,114620231,86,,No,8,
71859,114620231,86,,Yes,9,
71860,114620231,86,,Yes,10,
71861,114620231,86,,Yes,11,
71862,114620231,86,,Yes,12,
71863,114620231,87,,No,1,
71864,114620231,87,,No,3,
71865,114620231,87,,No,4,
71866,114620231,87,,No,6,
71867,114620231,87,,Yes,7,
71868,114620231,87,,No,9,
71869,114620231,87,,No,10,
71870,114620231,87,,Yes,11,
71871,114620231,87,,Yes,12,
71872,114620231,88,Toilets,15,1,
71873,114620231,88,Computers,2,1,
71874,114620231,88,Laboratories,0,1,
71875,114620231,88,Libraries,1,1,
71876,114620231,88,Playgrounds,1,1,
71877,114620231,88,Sinks/Handwashing facilities,2,1,
71878,114620231,88,Stores,0,1,
71879,114620231,89,Toilets,0,1,
71880,114620231,89,Computers,4,1,
71881,114620231,89,Laboratories,0,1,
71882,114620231,89,Libraries,0,1,
71883,114620231,89,Playgrounds,0,1,
71884,114620231,89,Sinks/Handwashing facilities,0,1,
71885,114620231,90,,Borehole,1,
71886,114620231,91,,"Yes, building is wired and electricity is frequent",1,
71887,114620231,92,,MTN,1,
71888,114620231,92,,Airtel,1,
71889,114620231,92,,9 Mobile,1,
71890,114620231,92,,Glo,1,
71891,114620231,100,Latitude,,1,
71892,114620231,100,Longtitude,,1,
71893,114620231,101,,Good,1,
71894,114620231,102,,Classes are not enough,1,
